state,district,N,P,K,pH,organic_carbon,soil_moisture,soil_type,temperature_c,humidity_pct,rainfall_mm,wind_speed_ms,solar_radiation_wm2,evapotranspiration_mm,crop
Karnataka,Tumakuru,65.8,39.2,41.1,6.65,0.54,39.2,Red Soil,21.6,87.1,207.7,1.25,423.0,2.22,Rice
Uttar Pradesh,Hardoi,62.6,55.5,42.2,5.31,0.37,22.5,Laterite,17.2,50.1,56.4,1.75,489.6,3.4,Potato
Telangana,Yadadri Bhuvanagiri,33.3,40.8,26.9,6.26,0.6,14.4,Sandy,29.7,32.0,48.8,0.69,342.3,2.24,Sorghum
Andhra Pradesh,Guntur,121.0,46.0,27.2,6.69,0.39,37.0,Sandy,24.1,82.3,95.8,0.18,430.5,3.18,Cotton
Telangana,Jayashankar Bhoopalpally,65.6,58.1,45.6,5.41,0.37,23.7,Black Cotton,16.7,52.7,48.9,2.47,457.8,1.82,Potato
Uttar Pradesh,Chitrakoot,24.0,59.0,26.3,6.47,0.66,14.8,Clayey,18.0,32.8,52.0,0.68,391.2,4.08,Mustard
Rajasthan,Karauli,36.4,55.5,41.6,5.71,0.53,18.2,Laterite,29.4,40.4,69.0,0.54,611.5,2.88,Groundnut
Uttar Pradesh,Hathras,42.6,57.0,68.1,6.07,0.75,36.0,Black Cotton,23.1,79.9,75.0,1.61,427.9,3.23,Tomato
Tamil Nadu,Tirupattur,42.3,55.8,55.7,6.23,0.66,34.1,Laterite,25.9,75.8,57.5,1.32,494.3,3.75,Tomato
Telangana,Adilabad,92.3,57.3,46.9,6.5,0.3,36.4,Laterite,29.6,80.9,168.3,1.11,494.1,1.66,Sugarcane
Karnataka,Chikballapur,30.6,69.6,39.6,6.64,0.41,17.1,Loamy,24.9,38.0,35.3,0.79,352.8,4.02,Bengal Gram
Telangana,Adilabad,67.3,53.3,61.7,6.11,0.79,27.8,Silty,22.8,61.8,40.3,1.22,384.0,2.69,Onion
Bihar,Supaul,65.1,44.9,54.4,5.02,0.69,26.0,Red Soil,15.2,57.7,62.8,0.89,607.9,2.57,Potato
Rajasthan,Ganganagar,26.9,38.9,11.7,6.41,0.61,14.2,Laterite,25.2,31.5,22.7,1.04,422.3,2.04,Bajra
Tamil Nadu,Perambalur,39.8,15.9,27.0,5.61,0.47,41.5,Sandy,26.4,92.3,136.6,0.69,543.2,2.94,Coconut
Karnataka,Kolar,51.1,58.7,51.8,5.16,0.42,23.8,Sandy,15.7,52.8,43.8,2.48,525.3,2.87,Potato
Karnataka,Mandya,39.4,51.9,23.7,5.81,0.78,18.3,Loamy,15.3,40.7,53.6,1.33,276.1,1.23,Mustard
Telangana,Karimnagar,68.5,42.2,18.1,6.81,0.69,29.2,Silty,19.9,65.0,69.1,2.23,509.0,2.73,Maize
Karnataka,Bengaluru Urban,55.7,45.4,45.1,5.72,0.48,27.8,Black Cotton,23.1,61.7,81.1,0.1,465.6,1.67,Tobacco
West Bengal,Jalpaiguri,49.4,68.5,36.8,6.44,0.46,24.7,Clayey,21.6,54.8,59.0,1.06,425.3,2.1,Wheat
Telangana,Rangareddy,38.1,20.5,30.5,6.31,0.69,41.6,Silty,26.9,92.4,205.5,1.33,298.9,1.93,Coconut
Maharashtra,Bhandara,42.5,57.5,48.1,7.0,0.54,27.0,Silty,25.0,59.9,72.9,0.13,502.4,2.87,Groundnut
Uttar Pradesh,Raebareli,53.6,32.4,36.1,5.62,0.74,29.2,Sandy,25.1,64.8,87.9,0.4,670.0,2.39,Tobacco
Maharashtra,Ahmednagar,49.1,40.3,36.7,5.57,0.79,28.7,Silty,23.9,63.8,82.1,1.29,438.7,3.4,Tobacco
Maharashtra,Parbhani,27.8,29.4,29.3,6.0,0.42,43.5,Sandy,27.1,96.7,161.1,1.37,380.6,3.78,Coconut
Karnataka,Bidar,54.5,54.1,40.8,6.62,0.45,19.3,Red Soil,29.5,42.8,49.4,1.48,441.2,3.73,Sunflower
West Bengal,Paschim Medinipur,22.1,58.4,28.0,6.84,0.34,16.1,Sandy,16.7,35.8,37.2,0.17,550.7,2.86,Mustard
Karnataka,Udupi,21.7,53.3,21.2,5.51,0.62,17.8,Silty,16.6,39.5,42.6,1.82,446.0,3.52,Mustard
Uttar Pradesh,Chandauli,99.4,71.0,51.0,6.66,0.37,36.9,Clayey,29.3,81.9,95.1,1.45,520.7,3.0,Banana
West Bengal,Cooch Behar,21.4,35.5,11.2,6.83,0.55,15.6,Laterite,25.7,34.7,40.8,1.26,416.3,3.15,Bajra
Karnataka,Dharwad,21.1,25.3,11.2,6.55,0.52,15.3,Sandy,34.9,33.9,30.4,0.69,855.3,3.62,Bajra
Bihar,Lakhisarai,75.3,52.3,19.6,5.54,0.42,29.1,Clayey,26.9,64.7,72.5,1.16,515.8,1.39,Maize
Tamil Nadu,Chennai,89.0,51.2,20.7,5.81,0.32,31.4,Laterite,26.6,69.7,81.2,0.36,270.8,0.45,Maize
Uttar Pradesh,Kanpur Dehat,30.8,49.5,29.6,6.79,0.72,16.6,Sandy,14.9,36.9,59.9,1.75,506.1,1.95,Mustard
Maharashtra,Nandurbar,39.0,68.5,36.1,6.75,0.59,24.1,Loamy,15.9,53.5,47.8,2.2,439.0,1.93,Wheat
Andhra Pradesh,Visakhapatnam,108.8,75.4,48.1,6.51,0.6,34.2,Sandy,29.6,76.0,110.9,1.8,496.4,3.83,Banana
Uttar Pradesh,Amroha,55.8,59.1,52.2,6.34,0.44,22.9,Laterite,21.8,50.9,41.0,1.82,435.6,1.43,Onion
West Bengal,Kolkata,114.5,69.2,53.1,7.29,0.7,36.9,Silty,34.8,82.0,197.9,2.41,278.0,4.23,Sugarcane
Tamil Nadu,Virudhunagar,96.6,84.1,48.5,6.31,0.33,36.4,Laterite,25.9,80.8,109.2,0.52,460.2,2.05,Banana
Uttar Pradesh,Bulandshahr,28.4,53.2,25.6,5.57,0.73,20.0,Loamy,11.7,44.5,34.6,0.27,630.0,2.43,Mustard
Rajasthan,Jhunjhunu,22.7,26.1,32.5,5.09,0.68,41.5,Clayey,28.6,92.2,132.4,0.1,479.9,2.34,Coconut
Telangana,Mahabubnagar,44.1,66.4,35.0,6.02,0.3,19.6,Black Cotton,21.6,43.5,67.4,1.4,334.7,2.06,Soybean
Karnataka,Kalaburagi,29.4,56.4,20.7,7.09,0.73,27.4,Loamy,26.3,60.9,67.1,1.48,517.3,1.9,Urad
Karnataka,Dakshina Kannada,21.5,26.4,28.0,5.32,0.69,40.5,Clayey,26.1,90.1,193.5,0.3,578.6,2.48,Coconut
Bihar,Purnia,48.6,62.9,42.2,6.57,0.4,24.3,Silty,29.8,54.1,74.0,1.05,358.6,4.88,Mirchi
Bihar,Katihar,37.9,49.0,26.3,6.12,0.33,19.7,Sandy,16.6,43.8,45.7,0.41,466.9,1.88,Mustard
West Bengal,Purba Medinipur,35.9,43.1,34.2,6.78,0.57,21.2,Silty,34.0,47.1,56.0,1.87,592.0,1.6,Sorghum
Andhra Pradesh,Kakinada,82.6,51.3,39.1,6.04,0.73,38.5,Silty,24.6,85.5,197.4,1.12,439.4,2.56,Rice
Telangana,Yadadri Bhuvanagiri,94.5,75.4,53.0,6.75,0.72,36.5,Clayey,25.8,81.1,106.0,0.91,676.4,2.38,Banana
Uttar Pradesh,Mahoba,61.6,51.7,23.1,6.44,0.55,25.8,Loamy,21.6,57.3,72.0,2.28,383.6,2.7,Maize
Telangana,Nirmal,28.6,24.1,18.0,6.62,0.33,10.6,Laterite,33.2,23.5,21.3,0.48,528.1,3.51,Bajra
Karnataka,Bagalkot,27.2,23.6,13.0,6.72,0.42,9.1,Black Cotton,32.1,20.3,23.2,1.11,506.7,0.1,Bajra
Bihar,Bhojpur,102.6,83.6,51.4,6.37,0.57,36.3,Laterite,27.4,80.7,107.6,0.25,528.6,2.72,Banana
Punjab,Barnala,48.7,47.0,45.3,6.6,0.32,20.0,Clayey,27.9,44.5,69.1,1.36,330.1,1.38,Groundnut
Bihar,Saharsa,132.4,48.8,27.8,6.13,0.33,36.3,Clayey,28.0,80.6,96.6,1.29,395.4,1.67,Cotton
Punjab,Tarntaran,24.8,21.1,14.8,6.47,0.41,17.6,Red Soil,34.3,39.2,31.6,3.16,391.5,0.34,Bajra
Karnataka,Shivamogga,39.0,62.8,43.8,6.39,0.36,29.6,Loamy,20.1,65.7,90.8,1.42,279.3,2.09,Soybean
West Bengal,Uttar Dinajpur,49.3,37.3,49.1,6.47,0.38,29.6,Laterite,23.2,65.7,66.7,0.94,311.6,4.17,Tobacco
Maharashtra,Hingoli,93.9,52.1,48.2,7.17,0.67,36.4,Red Soil,34.1,80.8,215.6,1.86,598.9,0.56,Sugarcane
Punjab,Kapurthala,26.8,22.3,19.9,6.97,0.79,12.1,Silty,33.9,26.9,42.4,2.13,287.0,2.89,Ragi
Maharashtra,Washim,36.4,51.8,25.6,5.93,0.51,19.8,Black Cotton,16.0,44.0,30.8,1.27,168.9,1.27,Mustard
Bihar,Bhagalpur,109.6,65.3,49.5,6.8,0.57,39.1,Loamy,34.1,87.0,208.4,1.25,502.3,3.08,Sugarcane
Punjab,Gurdaspur,38.4,48.5,28.8,5.68,0.37,18.3,Loamy,11.7,40.6,31.5,0.87,714.1,3.26,Mustard
Rajasthan,Dungarpur,75.3,47.0,24.7,6.69,0.6,27.2,Loamy,23.6,60.4,66.4,0.55,450.9,1.23,Maize
Punjab,Mansa,35.9,52.5,30.2,6.03,0.55,29.6,Silty,18.4,65.7,53.8,2.11,520.3,2.51,Wheat
Karnataka,Raichur,25.0,31.5,19.6,5.74,0.53,14.6,Sandy,27.7,32.4,33.4,2.27,607.2,4.04,Ragi
Punjab,Hoshiarpur,34.2,32.5,26.4,6.75,0.76,22.4,Red Soil,30.4,49.7,63.6,1.36,543.3,2.12,Sorghum
Punjab,Jalandhar,37.6,48.9,24.8,5.53,0.39,22.2,Loamy,18.6,49.4,52.7,0.77,425.8,4.92,Mustard
Punjab,Bathinda,63.4,35.4,44.6,6.36,0.52,36.2,Red Soil,22.2,80.5,235.7,0.99,376.9,2.78,Rice
Uttar Pradesh,Chitrakoot,54.7,52.7,35.7,7.09,0.72,20.5,Red Soil,28.3,45.5,40.8,1.3,607.4,1.39,Sunflower
Uttar Pradesh,Ghaziabad,19.2,56.8,28.0,7.06,0.4,31.5,Sandy,31.3,70.0,55.5,0.66,408.1,4.24,Moong
Uttar Pradesh,Kannauj,53.2,33.6,49.0,5.6,0.76,28.8,Laterite,26.5,64.0,66.4,2.59,461.1,3.53,Tobacco
West Bengal,Jalpaiguri,20.6,63.9,28.5,6.43,0.75,32.2,Laterite,28.1,71.6,43.2,0.8,615.3,5.41,Urad
Andhra Pradesh,Vizianagaram,18.8,64.6,21.8,6.22,0.58,29.0,Red Soil,29.0,64.4,63.5,2.18,679.0,3.31,Urad
Maharashtra,Nashik,83.6,59.0,36.7,6.7,0.55,39.1,Loamy,21.6,86.9,229.1,1.53,675.8,4.61,Rice
Rajasthan,Pali,36.1,17.6,33.1,6.14,0.58,43.7,Red Soil,25.5,97.2,132.1,0.95,620.1,3.0,Coconut
Punjab,Faridkot,46.3,79.7,42.6,6.76,0.46,27.9,Red Soil,27.4,62.1,53.4,0.12,322.5,3.5,Soybean
Punjab,Jalandhar,66.0,55.7,69.7,6.19,0.53,29.0,Laterite,18.1,64.4,52.0,0.56,359.7,2.94,Onion
Bihar,Gaya,30.9,54.0,38.2,6.8,0.3,29.2,Red Soil,21.0,65.0,71.4,0.1,440.3,2.0,Wheat
Uttar Pradesh,Kanpur Dehat,41.0,62.5,35.5,6.43,0.66,29.6,Clayey,23.3,65.8,75.8,0.96,402.7,3.31,Soybean
Karnataka,Vijayapura,54.8,49.4,64.0,6.97,0.41,30.8,Black Cotton,21.3,68.5,47.8,1.44,367.3,4.2,Onion
Karnataka,Vijayapura,97.5,73.3,48.7,6.35,0.46,37.0,Sandy,25.2,82.3,117.6,1.29,524.6,3.98,Banana
Maharashtra,Parbhani,38.6,69.4,38.4,6.13,0.51,23.4,Black Cotton,20.2,52.0,87.1,0.42,485.3,4.02,Soybean
Maharashtra,Parbhani,55.0,54.5,40.3,7.01,0.47,21.1,Red Soil,26.6,46.8,65.0,1.14,471.3,3.38,Sunflower
Telangana,Rajanna Sircilla,16.0,30.5,19.2,7.2,0.32,15.3,Laterite,25.0,34.1,22.5,1.57,409.7,3.32,Bajra
Rajasthan,Dholpur,38.2,40.2,47.4,6.75,0.77,24.7,Black Cotton,30.1,54.9,75.1,1.11,378.1,2.84,Groundnut
Maharashtra,Jalna,15.2,64.1,26.7,7.16,0.77,31.3,Red Soil,28.2,69.6,44.6,1.35,542.6,2.99,Moong
Telangana,Jayashankar Bhoopalpally,29.4,58.7,43.2,7.3,0.51,14.9,Silty,18.7,33.1,51.3,1.56,361.2,2.27,Bengal Gram
Andhra Pradesh,Guntur,39.6,55.6,43.6,6.04,0.62,27.5,Laterite,20.3,61.2,74.2,0.59,401.2,1.56,Mirchi
Punjab,Fatehgarh Sahib,83.2,47.9,39.7,6.7,0.52,38.2,Clayey,26.5,85.0,190.2,1.83,166.4,1.79,Rice
Rajasthan,Jaipur,109.3,69.8,51.2,7.06,0.35,38.2,Clayey,32.4,85.0,163.9,0.66,358.7,2.6,Sugarcane
Bihar,Bhagalpur,49.2,47.8,35.1,6.0,0.69,28.5,Red Soil,25.7,63.3,84.5,1.2,207.3,2.45,Tobacco
Maharashtra,Satara,81.3,52.9,39.1,6.27,0.42,38.2,Clayey,26.8,84.8,233.4,1.21,487.1,5.04,Rice
Tamil Nadu,Tirunelveli,59.7,47.2,45.9,5.64,0.79,25.2,Clayey,18.8,55.9,67.2,1.25,542.6,1.91,Potato
Maharashtra,Yavatmal,67.5,62.7,35.9,6.25,0.31,18.1,Sandy,28.6,40.3,61.5,1.28,473.3,1.9,Sunflower
Rajasthan,Tonk,43.0,71.2,29.2,5.56,0.45,20.8,Sandy,28.0,46.3,67.4,0.62,402.0,5.27,Toor
West Bengal,Kalimpong,65.1,53.2,67.6,6.05,0.4,26.3,Sandy,17.6,58.4,36.8,0.82,544.1,5.38,Onion
Telangana,Nirmal,75.6,48.7,19.4,6.12,0.7,26.0,Laterite,20.9,57.7,94.2,1.68,202.2,5.55,Maize
Karnataka,Mandya,99.0,50.3,50.9,7.21,0.46,37.1,Silty,25.3,82.4,215.9,0.3,305.1,5.15,Sugarcane
Uttar Pradesh,Ghaziabad,76.0,44.8,35.3,6.84,0.79,36.2,Laterite,21.1,80.4,233.0,0.67,398.8,4.38,Rice
Tamil Nadu,Tenkasi,99.4,51.2,58.8,6.33,0.59,39.1,Laterite,28.5,86.8,219.8,0.9,487.8,0.28,Sugarcane
Telangana,Komaram Bheem,139.5,45.2,20.1,7.34,0.5,34.5,Sandy,24.7,76.7,70.1,1.96,547.9,0.77,Cotton
Uttar Pradesh,Etah,41.9,44.5,27.8,6.92,0.59,22.3,Silty,27.1,49.5,40.0,0.1,498.9,3.7,Sorghum
Bihar,Sitamarhi,28.0,63.8,21.5,6.82,0.6,27.4,Clayey,28.5,61.0,52.5,1.54,394.8,3.55,Moong
West Bengal,South Dinajpur,66.8,54.3,41.7,6.86,0.5,23.6,Red Soil,28.7,52.5,46.2,1.0,321.0,2.02,Sunflower
Karnataka,Shivamogga,30.8,53.9,29.8,5.87,0.56,17.5,Clayey,12.7,38.8,34.7,1.3,413.4,1.55,Mustard
Telangana,Kamareddy,105.4,63.9,52.3,7.29,0.46,37.4,Laterite,28.8,83.1,158.1,0.39,381.4,4.09,Sugarcane
Telangana,Bhadradri Kothagudem,27.1,58.2,29.3,6.41,0.7,16.8,Clayey,17.5,37.4,55.4,1.61,530.5,1.64,Mustard
Karnataka,Tumakuru,32.2,53.7,43.6,5.62,0.5,19.9,Clayey,32.0,44.2,72.2,1.3,543.8,4.75,Groundnut
West Bengal,Purulia,67.3,49.7,42.1,5.85,0.65,37.8,Loamy,22.1,84.1,244.4,1.66,412.2,3.91,Rice
West Bengal,North 24 Parganas,69.2,68.4,40.3,6.15,0.67,23.5,Red Soil,25.8,52.2,43.5,0.63,382.3,2.32,Sunflower
Andhra Pradesh,Anantapur,31.5,58.4,42.6,5.99,0.6,20.7,Clayey,27.7,46.1,88.1,0.84,261.0,1.66,Groundnut
Karnataka,Chitradurga,37.7,59.8,43.7,6.16,0.31,23.0,Black Cotton,22.6,51.1,78.7,1.57,388.5,2.73,Mirchi
Telangana,Suryapet,43.2,62.0,35.5,6.16,0.55,28.8,Clayey,28.6,63.9,64.7,1.91,496.9,2.88,Soybean
West Bengal,Birbhum,33.5,35.4,34.0,6.3,0.6,13.7,Red Soil,29.5,30.4,62.9,1.35,409.3,4.15,Sorghum
Telangana,Vikarabad,15.4,51.0,25.2,6.06,0.47,30.3,Sandy,25.4,67.3,63.7,1.84,410.1,4.8,Moong
Rajasthan,Pali,20.2,58.8,22.1,6.78,0.6,29.5,Laterite,26.4,65.6,45.8,1.57,561.0,4.63,Moong
West Bengal,Malda,40.5,71.0,39.0,6.31,0.45,21.8,Sandy,23.9,48.5,68.3,0.28,471.6,2.86,Soybean
Rajasthan,Bhilwara,72.1,59.9,41.0,5.64,0.51,36.3,Loamy,25.4,80.7,202.6,1.21,355.8,3.78,Rice
Tamil Nadu,Tiruvannamalai,40.7,64.2,40.6,6.22,0.59,28.0,Clayey,27.5,62.2,51.9,1.43,239.4,1.87,Soybean
West Bengal,Jhargram,88.4,47.9,24.6,6.29,0.51,26.2,Laterite,21.8,58.2,97.8,1.28,496.8,0.34,Maize
Tamil Nadu,Madurai,49.5,43.4,30.0,6.4,0.32,19.8,Black Cotton,32.2,44.0,39.8,0.92,461.6,1.06,Sorghum
Bihar,Vaishali,56.0,40.2,47.5,5.06,0.32,26.3,Laterite,20.0,58.4,55.2,1.58,372.3,5.56,Potato
Andhra Pradesh,East Godavari,79.5,45.6,22.3,6.82,0.73,28.6,Loamy,22.3,63.6,98.7,1.46,403.9,3.24,Maize
Punjab,Rupnagar,46.7,53.7,47.9,5.62,0.33,27.4,Clayey,29.6,60.9,78.5,1.71,253.4,1.94,Mirchi
Bihar,Bhojpur,76.9,52.4,21.7,6.56,0.52,28.8,Red Soil,25.8,64.1,89.2,0.31,503.6,2.23,Maize
Telangana,Karimnagar,38.2,61.9,28.1,6.73,0.68,23.6,Laterite,28.5,52.4,70.1,2.5,424.4,2.69,Toor
Tamil Nadu,Madurai,23.6,31.0,16.8,5.71,0.69,18.0,Red Soil,28.4,40.0,32.5,0.27,434.3,2.48,Ragi
Bihar,Banka,59.1,57.7,47.4,5.82,0.61,23.8,Red Soil,20.7,52.9,57.8,0.53,460.1,2.62,Potato
Karnataka,Bengaluru Rural,33.4,53.4,22.1,5.82,0.77,17.9,Red Soil,16.1,39.8,43.5,1.93,307.7,3.9,Mustard
Bihar,Gopalganj,36.1,21.7,31.9,6.3,0.38,42.7,Silty,27.9,94.9,169.3,2.73,471.2,2.88,Coconut
West Bengal,Alipurduar,66.2,58.9,41.0,6.24,0.34,19.8,Clayey,29.1,44.1,67.3,1.93,576.7,5.64,Sunflower
Rajasthan,Udaipur,47.5,57.0,45.6,5.51,0.34,20.2,Silty,30.0,45.0,57.5,1.23,482.6,3.35,Groundnut
Tamil Nadu,Ramanathapuram,28.8,65.6,25.0,6.01,0.45,31.7,Black Cotton,31.2,70.4,59.4,0.1,491.0,4.07,Urad
Maharashtra,Nanded,42.3,33.5,32.6,6.23,0.35,21.3,Red Soil,29.1,47.3,37.0,0.22,545.6,5.0,Sorghum
Tamil Nadu,Pudukkottai,16.2,35.9,17.3,6.22,0.48,11.5,Loamy,33.5,25.6,50.8,1.76,517.9,3.04,Ragi
West Bengal,Alipurduar,28.4,59.9,28.6,7.06,0.36,25.3,Black Cotton,29.6,56.2,62.9,1.4,337.6,3.7,Urad
Punjab,Ludhiana,46.4,57.7,40.9,6.39,0.48,26.1,Loamy,22.3,58.1,59.6,0.52,418.2,1.14,Mirchi
Andhra Pradesh,Nellore,27.1,29.5,34.9,6.38,0.63,41.2,Red Soil,25.8,91.5,207.7,1.43,486.3,4.63,Coconut
Rajasthan,Chittorgarh,67.2,64.5,40.9,7.22,0.73,21.9,Laterite,25.0,48.6,45.1,0.37,574.3,3.42,Sunflower
Bihar,Munger,47.9,68.2,42.3,6.87,0.73,23.8,Loamy,19.8,52.9,55.2,0.54,311.6,4.36,Wheat
Bihar,Bhagalpur,67.8,44.2,52.4,5.25,0.74,25.3,Red Soil,15.0,56.3,43.9,0.71,613.5,2.82,Potato
Karnataka,Ballari,53.6,47.1,69.8,6.46,0.59,33.3,Sandy,19.4,74.0,46.3,0.32,423.0,1.92,Tomato
Bihar,Aurangabad,49.4,59.6,36.9,6.71,0.37,26.6,Clayey,16.9,59.1,63.8,1.64,534.4,5.59,Wheat
Punjab,Sangrur,45.6,55.9,67.8,6.17,0.76,28.1,Clayey,18.3,62.5,65.8,1.53,552.7,1.38,Tomato
Karnataka,Chikkamagaluru,88.7,44.0,39.1,6.74,0.55,36.6,Silty,24.9,81.3,212.5,0.4,486.3,2.09,Rice
Maharashtra,Jalna,21.1,38.7,13.5,6.94,0.36,12.0,Clayey,25.9,26.6,23.5,1.38,289.0,3.65,Bajra
Karnataka,Tumakuru,44.2,37.4,46.2,6.23,0.35,24.0,Clayey,26.4,53.4,81.3,0.75,307.7,1.66,Tobacco
West Bengal,Darjeeling,28.6,29.8,26.8,5.04,0.55,43.6,Silty,27.4,97.0,200.1,1.11,472.9,4.41,Coconut
Tamil Nadu,Tiruppur,114.0,64.9,48.3,7.28,0.37,36.8,Silty,28.0,81.8,165.9,0.75,354.2,5.05,Sugarcane
West Bengal,Paschim Medinipur,42.7,76.2,38.4,6.89,0.47,20.1,Silty,27.0,44.7,95.9,0.79,641.4,3.83,Soybean
Telangana,Rangareddy,21.1,67.6,37.1,6.59,0.62,15.8,Sandy,24.6,35.2,55.2,1.26,384.1,4.11,Bengal Gram
Punjab,Gurdaspur,98.2,61.8,51.4,6.42,0.43,39.5,Black Cotton,31.5,87.7,173.2,1.2,607.2,4.19,Sugarcane
Andhra Pradesh,Kadapa,41.5,49.0,35.1,5.59,0.54,25.7,Red Soil,26.5,57.0,80.5,1.47,378.8,4.25,Tobacco
Rajasthan,Sawai Madhopur,67.6,46.8,64.1,6.74,0.39,24.9,Silty,22.4,55.3,46.0,1.25,543.5,2.1,Onion
Uttar Pradesh,Auraiya,50.5,49.7,57.8,6.18,0.71,35.1,Clayey,23.7,78.1,82.7,1.09,645.3,3.39,Tomato
Tamil Nadu,Perambalur,34.1,55.6,33.6,6.92,0.36,30.6,Sandy,18.8,68.0,73.0,0.29,366.5,1.9,Wheat
Telangana,Mahabubnagar,10.6,26.7,11.1,7.27,0.39,15.6,Silty,34.6,34.7,24.1,0.66,570.1,2.06,Bajra
Bihar,Madhubani,105.4,61.5,41.5,7.4,0.62,39.3,Silty,25.8,87.4,189.6,1.42,463.7,6.4,Sugarcane
Uttar Pradesh,Baghpat,43.7,56.1,69.5,6.09,0.43,31.6,Red Soil,21.6,70.2,53.7,1.08,312.5,3.54,Tomato
Tamil Nadu,Coimbatore,52.7,54.3,40.0,7.4,0.71,18.6,Loamy,28.5,41.3,60.8,2.16,348.8,2.43,Sunflower
West Bengal,Cooch Behar,45.7,48.7,66.3,6.48,0.56,30.7,Clayey,22.3,68.3,44.5,0.62,368.2,3.3,Tomato
Punjab,Rupnagar,46.9,55.4,40.7,6.39,0.61,26.6,Black Cotton,26.6,59.1,69.7,1.75,505.8,1.48,Groundnut
Telangana,Jangaon,14.8,28.5,22.7,5.7,0.41,9.9,Red Soil,29.4,21.9,49.6,1.43,412.2,3.28,Ragi
Punjab,Jalandhar,30.1,59.3,40.6,6.81,0.58,15.3,Laterite,18.0,33.9,37.5,1.25,410.9,2.27,Bengal Gram
Uttar Pradesh,Etawah,86.6,44.6,20.7,5.89,0.5,30.8,Red Soil,25.8,68.4,81.0,1.69,478.9,2.2,Maize
Uttar Pradesh,Basti,37.1,42.7,29.3,6.9,0.41,19.2,Loamy,26.7,42.7,56.6,0.86,363.4,3.17,Sorghum
Karnataka,Hassan,37.1,32.6,25.1,6.09,0.72,21.4,Silty,27.0,47.5,48.0,1.71,440.0,4.65,Sorghum
Tamil Nadu,Thanjavur,53.2,57.5,41.6,5.99,0.37,28.4,Clayey,21.7,63.0,62.1,1.01,845.5,3.66,Mirchi
Maharashtra,Nashik,88.4,43.9,22.9,6.28,0.35,27.9,Sandy,26.0,61.9,77.9,0.92,261.8,1.21,Maize
Rajasthan,Dholpur,20.2,24.5,17.1,6.93,0.3,12.3,Silty,32.9,27.3,41.7,1.31,532.5,1.11,Ragi
Telangana,Mahabubnagar,54.5,41.2,54.7,5.59,0.79,28.4,Red Soil,13.7,63.1,59.8,1.12,367.8,2.63,Potato
Rajasthan,Sirohi,45.1,41.5,45.4,5.67,0.71,25.6,Laterite,28.2,56.8,87.9,1.69,387.4,2.04,Groundnut
Bihar,Darbhanga,37.8,65.2,54.5,5.59,0.78,20.9,Black Cotton,27.9,46.4,64.7,1.57,381.0,3.15,Mirchi
Rajasthan,Hanumangarh,38.2,49.7,40.4,5.76,0.35,24.1,Sandy,25.1,53.6,71.5,1.22,274.5,2.91,Groundnut
Uttar Pradesh,Agra,46.7,52.1,57.3,6.8,0.43,28.3,Silty,22.4,62.9,83.9,1.42,469.4,4.96,Tomato
Uttar Pradesh,Kaushambi,15.4,24.9,13.8,7.45,0.67,10.4,Silty,28.9,23.1,35.1,1.53,595.9,2.14,Bajra
Punjab,Fatehgarh Sahib,106.0,76.6,45.9,6.36,0.71,35.8,Laterite,27.9,79.5,93.3,1.92,481.4,1.92,Banana
Bihar,Bhagalpur,21.6,53.4,21.8,6.79,0.74,29.9,Clayey,27.4,66.4,56.4,1.49,379.6,1.56,Moong
Andhra Pradesh,Nellore,29.0,62.7,26.1,5.53,0.36,22.2,Red Soil,28.0,49.4,80.6,0.49,243.2,3.37,Toor
West Bengal,North 24 Parganas,51.6,65.2,38.9,6.72,0.3,22.8,Silty,27.6,50.6,60.5,1.12,288.5,3.69,Sunflower
Telangana,Yadadri Bhuvanagiri,72.9,42.3,35.3,6.93,0.62,36.8,Laterite,26.0,81.8,242.6,1.61,407.5,2.31,Rice
West Bengal,Birbhum,54.7,43.5,55.0,5.64,0.42,27.1,Red Soil,12.5,60.2,47.6,1.58,378.2,0.73,Potato
Uttar Pradesh,Mau,58.2,35.6,30.8,6.04,0.76,24.8,Clayey,24.4,55.2,82.8,2.17,534.1,3.11,Tobacco
West Bengal,Purba Medinipur,39.1,51.4,55.3,6.04,0.49,19.8,Red Soil,26.8,43.9,85.7,0.72,437.9,2.13,Mirchi
West Bengal,Paschim Medinipur,90.5,69.7,55.2,7.02,0.43,38.4,Silty,31.5,85.4,207.8,0.48,397.2,2.18,Sugarcane
Uttar Pradesh,Chitrakoot,86.6,52.5,37.7,6.49,0.52,38.4,Silty,26.3,85.3,234.6,0.45,564.0,5.05,Rice
Punjab,Amritsar,51.6,52.5,36.7,6.41,0.63,23.7,Red Soil,27.9,52.7,69.2,0.21,466.1,4.12,Sunflower
Punjab,Tarntaran,85.7,51.9,42.2,5.81,0.66,36.2,Laterite,24.2,80.5,219.2,1.62,384.7,2.8,Rice
Rajasthan,Banswara,61.9,50.1,20.1,5.94,0.59,26.7,Silty,25.2,59.4,99.7,1.95,374.3,2.64,Maize
Rajasthan,Kota,31.5,55.9,32.8,6.31,0.55,31.1,Silty,22.0,69.2,64.8,0.81,98.5,5.46,Wheat
Andhra Pradesh,Srikakulam,48.0,79.8,39.4,6.16,0.67,21.8,Black Cotton,28.0,48.5,60.5,1.03,339.3,1.55,Soybean
